_customers,item1:LN=longitem1:DI=Hase,item2:LN=longitem2:DI=Hase,item3:LN=veryverylongitem3:DI=Hase,item4:LN=longitem4,item5:DI=Fuchs,item6,item7:DI=Fuchs,item8:DI=Fuchs,item9,item10:LN=longitem10,item11:LN=longitem11:DI=Fuchs,item12:LN=longitem12,item13,item14:DI=Eber,item15,item16:DI=Eber,item17:DI=Eber,item18,item19,item20
1410,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1411,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1412,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1413,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1414,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1415,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1416,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1417,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1418,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1419,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1420,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1421,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1422,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1423,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1424,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1425,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1426,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1427,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1428,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1429,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1430,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1431,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1432,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1433,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1434,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1435,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1436,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1437,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1438,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1439,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1440,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1441,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1442,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1443,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1444,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1445,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1446,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1447,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1448,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1449,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1450,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1451,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1452,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1453,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1454,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1455,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1456,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1457,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1458,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1459,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1460,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1461,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1462,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1463,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1464,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1465,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1466,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1467,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1468,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1469,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1470,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1471,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1472,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1473,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1474,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1475,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1476,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1477,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1478,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1479,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1480,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1481,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1482,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1483,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1484,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1485,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1486,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1487,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1488,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1489,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1490,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1491,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1492,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1493,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1494,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1495,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1496,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1497,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1498,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1499,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1500,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1501,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1502,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1503,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1504,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1505,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1506,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1507,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1508,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1509,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1510,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1511,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1512,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1513,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1514,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1515,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1516,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1517,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1518,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1519,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1520,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1521,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1522,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1523,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1524,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1525,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1526,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1527,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1528,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1529,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1530,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1532,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1535,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1539,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1540,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1542,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1545,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1546,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1547,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1548,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1549,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1550,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1551,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1552,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1553,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1554,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1555,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1556,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1557,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1558,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1559,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1560,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1561,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1562,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1563,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1564,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1565,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1566,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1567,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1568,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1569,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1570,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1571,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1572,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1573,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1574,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1575,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1576,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1577,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1578,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1579,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1580,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1581,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1582,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1583,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1584,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1585,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1586,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1587,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1588,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1589,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1590,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1591,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1592,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1593,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1594,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1595,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1596,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1597,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1598,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1599,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1600,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1601,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1602,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1603,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1604,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1605,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1606,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1607,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1608,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1609,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1610,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1611,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1612,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1613,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1614,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1615,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1616,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1617,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1618,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1619,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1620,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1621,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1622,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1623,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1624,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1625,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1626,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1627,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1628,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1629,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1630,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1631,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1632,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1633,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1634,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1635,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1636,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1637,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1638,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1639,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1640,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1641,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1642,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1643,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1644,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1645,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1646,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1647,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1648,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1649,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1650,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1651,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1652,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1653,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1654,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1655,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1656,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1657,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1658,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1659,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1660,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1661,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1662,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1663,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1664,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1665,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1666,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1667,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1668,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1669,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1670,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1671,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1672,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1673,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1674,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1675,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1676,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1677,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1678,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1679,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1680,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1681,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1682,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1683,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1684,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1685,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1686,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1687,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1688,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1689,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1690,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1691,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1692,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1693,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1694,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1695,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1696,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1697,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1698,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1699,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1700,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1701,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1702,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1703,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1704,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1705,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1706,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1707,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1708,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1709,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1710,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1711,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1712,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1713,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1714,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1715,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1716,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1717,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1718,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1719,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1720,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1721,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1722,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1723,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1724,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1725,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1726,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1727,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1728,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1729,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
